TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,name,Note.Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019.2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath.June2019.,Drought2006,MaturityMar2020,Maturity.at.June.2019,Yearplanted
Eucalyptus sphaerocarpa,Eucalyptus sphaerocarpa,Eucalyptus sphaerocarpa,eucalyptus sphaerocarpa,,Species ,D.Nicolle,704,"Blackdown Tableland, Qld",23,48,38,149,4,10,58,20,Dead,,,,,,,,,,,,1994
Eucalyptus splendens,Eucalyptus splendens,Eucalyptus splendens,eucalyptus splendens,,Species ,D.Nicolle,1722,"Portland, Vic",38,14,7,141,27,14,140,9,Dead,,,,,,,,,Died in 2006,,,1997
Eucalyptus sporadica,Eucalyptus sporadica,Eucalyptus sporadica,eucalyptus sporadica,,Species ,D.Nicolle,1122,"Ravensthorpe Range, WA",33,30,43,120,2,20,69,24,Alive,Moderate,Moderate,?,Extensive,Trunk + primary & secondary branches,3 - 9 months,Moderate,,None evident,Flowered,Flowered,1995
Eucalyptus spreta,Eucalyptus spreta,Eucalyptus spreta,eucalyptus spreta,,Species ,D.Nicolle,122,"Balladonia, WA",32,13,20,123,21,54,14,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus squamosa,Eucalyptus squamosa,Eucalyptus squamosa,eucalyptus squamosa,,Species ,D.Nicolle,2072,"Glenbrook, NSW",33,47,42,150,34,14,158,17,Alive,None evident,None evident,?,,,,,,None evident,,,1998
Eucalyptus staeri,Eucalyptus staeri,Eucalyptus staeri,eucalyptus staeri,,Species ,D.Nicolle,1133,"Wellstead, WA",34,30,46,118,34,40,70,33,Alive,Dead,,,,,,,3 - 6 months,Moderate,,,1995
Eucalyptus staigeriana,Eucalyptus staigeriana,Eucalyptus staigeriana,eucalyptus staigeriana,,Species ,D.Nicolle,2520,"Maitland Downs, Qld",16,12,10,144,45,7,165,31,Alive,None evident,None evident,?,,,,,,None evident,,,1999
Eucalyptus steedmanii,Eucalyptus steedmanii,Eucalyptus steedmanii,eucalyptus steedmanii,,Species ,D.Nicolle,317,"Forrestania, WA",32,28,54,119,40,36,10,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus stellulata,Eucalyptus stellulata,Eucalyptus stellulata,eucalyptus stellulata,,Species ,D.Nicolle,582,"Omeo, Vic",37,0,47,147,34,9,16,44,Alive,Moderate,Severe,?,None evident,,,,,None evident,Flowered,Flowered,1994
Eucalyptus stellulata (E. forresterae),Eucalyptus stellulata,Eucalyptus forresterae,eucalyptus forresterae,,Species ,D.Nicolle,7382,"Brumby Point, Vic",37,3,26,148,3,19,404,21,Alive,Slight,Severe,??,Very scattered,Tertiary branches,<4 months,None evident,,Not applicable,,,2018
Eucalyptus stenostoma,Eucalyptus stenostoma,Eucalyptus stenostoma,eucalyptus stenostoma,,Species ,D.Nicolle,2900,"Belowra, NSW",36,6,23,149,39,36,193,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000
Eucalyptus stoatei,Eucalyptus stoatei,Eucalyptus stoatei,eucalyptus stoatei,,Species ,D.Nicolle,181,"Jerdacuttup, WA",33,43,33,120,23,27,41,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus stowardii,Eucalyptus stowardii,Eucalyptus stowardii,eucalyptus stowardii,,Species ,D.Nicolle,281,"Latham, WA",29,51,58,116,22,11,25,10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus striaticalyx,Eucalyptus striaticalyx,Eucalyptus striaticalyx,eucalyptus striaticalyx,,Species,D.Nicolle,1548,"Milly Soak, WA",27,17,10,117,55,44,88,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996
Eucalyptus stricklandii,Eucalyptus stricklandii,Eucalyptus stricklandii,eucalyptus stricklandii,,Species ,D.Nicolle,344,"Coonana, WA",31,1,23,123,4,11,45,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus strzeleckii,Eucalyptus strzeleckii,Eucalyptus strzeleckii,eucalyptus strzeleckii,,Species ,D.Nicolle,1725,"Gellibrand Lower, Vic",38,44,9,143,15,5,142,5,Alive,Dead,,,,,,,6 - 12 months,Severe,,,1997
Eucalyptus sturgissiana,Eucalyptus sturgissiana,Eucalyptus sturgissiana,eucalyptus sturgissiana,,Species ,D.Nicolle,1757,"Sassafras, NSW",35,0,53,150,21,7,146,9,Alive,Dead,,,,,,,6 - 12 months,Moderate,,,1997
Eucalyptus subangusta subsp. cerina,Eucalyptus subangusta subsp. cerina,Eucalyptus subangusta subsp. cerina,eucalyptus subangusta subsp. cerina,,Subspecies,D.Nicolle,301,"Chiddarcooping Hill, WA",30,52,34,118,42,18,15,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus subangusta subsp. pusilla,Eucalyptus subangusta subsp. pusilla,Eucalyptus subangusta subsp. pusilla,eucalyptus subangusta subsp. pusilla,,Subspecies,D.Nicolle,278,"Canna, WA",28,54,54,115,50,8,15,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus subangusta subsp. subangusta,Eucalyptus subangusta subsp. subangusta,Eucalyptus subangusta subsp. subangusta,eucalyptus subangusta subsp. subangusta,,Subspecies,D.Nicolle,290,"Pithera, WA",30,28,38,116,41,6,22,4,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus subangusta subsp. virescens,Eucalyptus subangusta subsp. virescens,Eucalyptus subangusta subsp. virescens,eucalyptus subangusta subsp. virescens,,Subspecies,D.Nicolle,3451,"Bruce Rock, WA",31,59,16,118,20,47,223,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001
Eucalyptus subcrenulata,Eucalyptus subcrenulata,Eucalyptus subcrenulata,eucalyptus subcrenulata,,Species ,D.Nicolle,1962,"Cradle Mountain, Tas",41,39,NA,145,57,,157,9,Dead,,,,,,,,,,,,1998
Eucalyptus suberea,Eucalyptus suberea,Eucalyptus suberea,eucalyptus suberea,,Species ,D.Nicolle,3520,"Badgingarra, WA",30,15,10,115,25,9,236,16,Alive,Severe,Severe,?,Moderate,"Primary, secondary & tertiary branches",3 - 6 months,Slight,,None evident,Flowered,Flowered,2001
Eucalyptus subtilis,Eucalyptus subtilis,Eucalyptus subtilis,eucalyptus subtilis,,Species ,D.Nicolle,140,"Daniell, WA",32,31,29,121,36,28,23,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus suffulgens,Eucalyptus suffulgens,Eucalyptus suffulgens,eucalyptus suffulgens,,Species ,D.Nicolle,1267,"Isla Gorge 2, Qld",25,11,33,149,58,16,89,27,Alive,Moderate,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996
Eucalyptus suggrandis subsp. promiscua,Eucalyptus suggrandis subsp. promiscua,Eucalyptus suggrandis subsp. promiscua,eucalyptus suggrandis subsp. promiscua,,Subspecies,D.Nicolle,311,"Dragon Rocks, WA",32,45,2,119,5,17,10,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus suggrandis subsp. suggrandis,Eucalyptus suggrandis subsp. suggrandis,Eucalyptus suggrandis subsp. suggrandis,eucalyptus suggrandis subsp. suggrandis,,Subspecies,D.Nicolle,1128,"Twertup, WA",34,1,29,119,22,31,67,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus sweedmaniana,Eucalyptus sweedmaniana,Eucalyptus sweedmaniana,eucalyptus sweedmaniana,,Species ,D.Nicolle,5487,"Cape Arid, WA",33,59,46,123,13,3,311,2,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011
Eucalyptus synandra,Eucalyptus synandra,Eucalyptus synandra,eucalyptus synandra,,Species ,D.Nicolle,297,"Jingymia, WA",30,30,53,117,24,35,19,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus talyuberlup,Eucalyptus talyuberlup,Eucalyptus talyuberlup,eucalyptus talyuberlup,,Species ,D.Nicolle,228,"Stirling Range NP, WA",34,22,15,118,4,27,43,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus tardecidens,Eucalyptus tardecidens,Eucalyptus tardecidens,eucalyptus tardecidens,,Species ,D.Nicolle,2521,"Maitland Downs, Qld",16,22,42,144,44,10,165,9,Alive,None evident,Slight,?,Moderate,Tertiary branches,3 - 6 months,None evident,,None evident,,,1999
Eucalyptus taurina,Eucalyptus taurina,Eucalyptus taurina,eucalyptus taurina,,Species ,D.Nicolle,2106,"Helidon Hills, Qld",27,31,36,152,9,22,151,18,Alive,Moderate,Slight,?,Moderate,Tertiary branches,3 - 6 months,Slight,,Slight,Flowered,Flowered,1998
Eucalyptus tenella,Eucalyptus tenella,Eucalyptus tenella,eucalyptus tenella,,Species ,D.Nicolle,763,"Rylstone, NSW",32,44,55,150,9,3,47,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus tenera,Eucalyptus tenera,Eucalyptus tenera,eucalyptus tenera,,Species ,D.Nicolle,2228,"Cadoux, WA",30,46,34,117,10,4,173,25,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1999
Eucalyptus tenera (E. depauperata),Eucalyptus tenera,Eucalyptus depauperata,eucalyptus depauperata,,Species ,D.Nicolle,5053,"Mt Madden, WA",33,12,10,119,49,56,302,5,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2010
Eucalyptus tenuipes,Eucalyptus tenuipes,Eucalyptus tenuipes,eucalyptus tenuipes,,Species ,D.Nicolle,6473,"Isla Gorge 2, Qld",25,11,28,149,58,21,294,11,Alive,Moderate,Moderate,?,None evident,,,,,Not applicable,,,2015
Eucalyptus tenuiramis,Eucalyptus tenuiramis,Eucalyptus tenuiramis,eucalyptus tenuiramis,,Species ,D.Nicolle,1976,"Ouse, Tas",42,25,24,146,39,41,156,25,Alive,Dead,,,,,,,3 - 6 months,,Flowered,Flowered,1998
Eucalyptus tenuis,Eucalyptus tenuis,Eucalyptus tenuis,eucalyptus tenuis,,Species ,D.Nicolle,326,"Mt Day, WA",32,7,27,120,29,32,16,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus tephroclada,Eucalyptus tephroclada,Eucalyptus tephroclada,eucalyptus tephroclada,,Species ,D.Nicolle,314,"Hyden, WA ",32,27,31,118,49,54,24,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus terebra,Eucalyptus terebra,Eucalyptus terebra,eucalyptus terebra,,Species ,D.Nicolle,117,"Balladonia, WA",32,16,29,123,27,56,13,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus tereticornis subsp. basaltica,Eucalyptus tereticornis subsp. basaltica,Eucalyptus tereticornis subsp. basaltica,eucalyptus tereticornis subsp. basaltica,,Subspecies,D.Nicolle,2937,"Crows Nest, Qld",27,27,14,152,12,10,191,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000
Eucalyptus tereticornis subsp. mediana,Eucalyptus tereticornis subsp. mediana,Eucalyptus tereticornis subsp. mediana,eucalyptus tereticornis subsp. mediana,,Subspecies,D.Nicolle,1736,"Metung, Vic",37,50,40,147,51,8,144,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1997
Eucalyptus tereticornis subsp. rotunda,Eucalyptus tereticornis subsp. rotunda,Eucalyptus tereticornis subsp. rotunda,eucalyptus tereticornis subsp. rotunda,,Subspecies,D.Nicolle,1272,"Carnarvon Range, Qld",24,54,37,148,2,33,90,12,Alive,Moderate,None evident,??,None evident,,,,,None evident,,,1996
Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,eucalyptus tereticornis subsp. tereticornis,,Subspecies,CSIRO,13398,"Kupiano, PNG",10,4,NA,148,13,,80,10,Alive,Moderate,Slight,?,Moderate,Tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1999
Eucalyptus terrica,Eucalyptus terrica,Eucalyptus terrica,eucalyptus terrica,,Species ,D.Nicolle,6173,"Coolmunda, Qld",28,27,3,151,12,51,272,5,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013
Eucalyptus tetrapleura,Eucalyptus tetrapleura,Eucalyptus tetrapleura,eucalyptus tetrapleura,,Species ,D.Nicolle,1242,"Wells Crossing, NSW",29,54,6,153,3,53,93,33,Alive,Slight,Slight,?,Moderate,Tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1996
Eucalyptus tetraptera,Eucalyptus tetraptera,Eucalyptus tetraptera,eucalyptus tetraptera,,Species ,D.Nicolle,180,"Ravensthorpe, WA",33,40,43,120,35,42,42,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus tetrodonta,Eucalyptus tetrodonta,Eucalyptus tetrodonta,eucalyptus tetrodonta,,Species ,D.Nicolle,1918,"Mt Elizabeth Station, WA",16,25,22,126,12,25,83,16,Dead,,,,,,,,,,,,1998
Eucalyptus thamnoides,Eucalyptus thamnoides,Eucalyptus thamnoides,eucalyptus thamnoides,,Species ,D.Nicolle,3454,"Quairading, WA",31,58,16,117,12,10,234,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001
Eucalyptus tholiformis,Eucalyptus tholiformis,Eucalyptus tholiformis,eucalyptus tholiformis,,Species ,D.Nicolle,1275,"Mt Moffat, Qld",24,54,44,148,2,18,94,35,Alive,Moderate,None evident,??,Extensive,Tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1996
Eucalyptus thozetiana,Eucalyptus thozetiana,Eucalyptus thozetiana,eucalyptus thozetiana,,Species ,D.Nicolle,1281,"Jericho, Qld",23,37,11,146,15,22,90,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996
Eucalyptus tindaliae,Eucalyptus tindaliae,Eucalyptus tindaliae,eucalyptus tindaliae,,Species ,D.Nicolle,1243,"Wells Crossing, NSW",29,54,6,153,3,53,143,4,Alive,Moderate,Moderate,?,Extensive,Tertiary branches,3 - 6 months,None evident,,None evident,,,1997
Eucalyptus todtiana,Eucalyptus todtiana,Eucalyptus todtiana,eucalyptus todtiana,,Species ,D.Nicolle,247,"Gingin, WA",31,20,23,116,0,43,26,19,Dead,,,,,,,,,,,,1993
Eucalyptus torquata,Eucalyptus torquata,Eucalyptus torquata,eucalyptus torquata,,Species ,D.Nicolle,135,"Norseman, WA",32,8,11,121,41,35,43,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus tortilis,Eucalyptus tortilis,Eucalyptus tortilis,eucalyptus tortilis,,Species ,D.Nicolle,130,"Norseman, WA",32,3,50,122,12,21,13,7,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus transcontinentalis ,Eucalyptus transcontinentalis,Eucalyptus transcontinentalis,eucalyptus transcontinentalis,,Species ,D.Nicolle,550,"Higginsville, WA",31,48,51,121,39,49,41,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus tricarpa,Eucalyptus tricarpa,Eucalyptus tricarpa,eucalyptus tricarpa,,Species ,D.Nicolle,1727,"Aireys Inlet, Vic",38,27,13,144,6,36,138,18,Alive,None evident,Slight,?,None evident,,,,,Moderate,Flowered,Flowered,1997
Eucalyptus triflora,Eucalyptus triflora,Eucalyptus triflora,eucalyptus triflora,,Species ,D.Nicolle,2904,"Endrick River 1, NSW",35,5,55,150,7,44,195,25,Dead,,,,,,,,,,,,2000
Eucalyptus trivalva (pruinose form),Eucalyptus trivalva,Eucalyptus trivalva,eucalyptus trivalva,,Species ,D.Nicolle,1534,"Neale Junction, WA",28,18,4,126,13,17,86,7,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996
Eucalyptus tumida,Eucalyptus tumida,Eucalyptus tumida,eucalyptus tumida,,Species ,D.Nicolle,159,"Scaddan, WA",33,24,32,121,53,39,13,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus ultima,Eucalyptus ultima,Eucalyptus ultima,eucalyptus ultima,,Species ,D.Nicolle,1182,"Cape Range 1, WA",22,7,8,114,3,5,62,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus umbra,Eucalyptus umbra,Eucalyptus umbra,eucalyptus umbra,,Species ,D.Nicolle,2912,"West Head, NSW",33,34,44,151,18,29,196,19,Alive,Slight,Moderate,?,None evident,,,,,None evident,Flowered,Flowered,2000
Eucalyptus umbrawarrensis,Eucalyptus umbrawarrensis,Eucalyptus umbrawarrensis,eucalyptus umbrawarrensis,,Species ,D.Nicolle,2458,"Pine Creek, NT",13,54,41,131,46,10,167,8,Alive,None evident,None evident,?,,,,,,None evident,,,1999
Eucalyptus uncinata subsp. uncinata,Eucalyptus uncinata subsp. uncinata,Eucalyptus uncinata,eucalyptus uncinata,,Species ,D.Nicolle,5992,"Culver Beach, WA",32,55,41,124,25,10,291,14,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013
Eucalyptus urna,Eucalyptus urna,Eucalyptus urna,eucalyptus urna,,Species ,D.Nicolle,1087,"Balladonia, WA",32,49,25,123,31,57,66,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus urnigera,Eucalyptus urnigera,Eucalyptus urnigera,eucalyptus urnigera,,Species ,D.Nicolle,1981,"Mt Wellington 1, Tas",42,54,22,147,14,41,155,5,Dead,,,,,,,,,Died in 2006,,,1998
Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,eucalyptus utilis,,Species ,D.Nicolle,215,"Beaufort Inlet, WA",34,27,12,118,52,33,42,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus valens,Eucalyptus valens,Eucalyptus valens,eucalyptus valens,,Species ,D.Nicolle,158,"Truslove, WA",33,21,0,121,46,22,21,15,Dead,,,,,,,,,,,,1993
Eucalyptus varia,Eucalyptus varia,Eucalyptus varia,eucalyptus varia,,Species ,D.Nicolle,163,"Scaddan, WA",33,31,2,121,40,19,12,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus vegrandis subsp. recondita,Eucalyptus vegrandis subsp. recondita,Eucalyptus vegrandis subsp. recondita,eucalyptus vegrandis subsp. recondita,,Subspecies,D.Nicolle,1621,"Borden, WA",34,11,40,118,4,24,134,10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1997
Eucalyptus vegrandis subsp. vegrandis,Eucalyptus vegrandis subsp. vegrandis,Eucalyptus vegrandis subsp. vegrandis,eucalyptus vegrandis subsp. vegrandis,,Subspecies,D.Nicolle,201,"Needilup, WA",33,57,16,118,46,11,18,4,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus vernicosa,Eucalyptus vernicosa,Eucalyptus vernicosa,eucalyptus vernicosa,,Species ,D.Nicolle,2577,"Hartz Mountains 1, Tas",43,13,50,146,45,51,198,1,Dead,,,,,,,,,,,,2000
Eucalyptus verrucata,Eucalyptus verrucata,Eucalyptus verrucata,eucalyptus verrucata,,Species ,D.Nicolle,357,"Mt Abrupt 1, Vic",37,36,NA,142,22,,44,35,Dead,,,,,,,,,,,,1994
Eucalyptus vesiculosa,Eucalyptus vesiculosa,Eucalyptus vesiculosa,eucalyptus vesiculosa,,Species ,D.Nicolle,3565,"Corackerup Nature Res, WA",34,13,18,118,39,21,234,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001
Eucalyptus vicina (Mootwingie variant),Eucalyptus vicina,Eucalyptus vicina,eucalyptus vicina,,Species ,D.Nicolle,2964,"Mootwingie 1, NSW",31,17,41,142,18,29,184,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000
Eucalyptus victoriana,Eucalyptus victoriana,Eucalyptus victoriana,eucalyptus victoriana,,Species ,D.Nicolle,358,"Mount Thackeray 1, Vic",37,18,NA,142,19,,55,32,Dead,,,,,,,,,,,,1994
Eucalyptus victrix,Eucalyptus victrix,Eucalyptus victrix,eucalyptus victrix,,Species,D.Nicolle,1178,"Lake Macleod,  WA",24,1,4,113,29,17,63,18,Alive,None evident,None evident,?,,,,,,None evident,,,1995
Eucalyptus viminalis subsp. cygnetensis,Eucalyptus viminalis subsp. cygnetensis,Eucalyptus viminalis subsp. cygnetensis,eucalyptus viminalis subsp. cygnetensis,,Subspecies,D.Nicolle,5907,"Port Lincoln 2, SA",34,49,32,135,41,17,248,12,Alive,Dead,,,,,,,1 - 2 years,Not applicable,,,2013
Eucalyptus viminalis subsp. hentyensis,Eucalyptus viminalis subsp. hentyensis,Eucalyptus viminalis subsp. hentyensis,eucalyptus viminalis subsp. hentyensis,,Subspecies,D.Nicolle,1969,"Zeehan, Tas",42,2,33,145,16,13,340,1,Alive,Moderate,None evident,??,None evident,,,,,Not applicable,,,2017
Eucalyptus viminalis subsp. pryoriana,Eucalyptus viminalis subsp. pryoriana,Eucalyptus viminalis subsp. pryoriana,eucalyptus viminalis subsp. pryoriana,,Subspecies,D.Nicolle,1740,"Marlo, Vic",37,48,3,148,36,28,141,5,Dead,,,,,,,,,Died in 2006,,,1997
Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis subsp. viminalis,eucalyptus viminalis subsp. viminalis,,Subspecies,D.Nicolle,1724,"Lavers Hill, Vic",38,44,28,143,15,9,146,21,Dead,,,,,,,,,Died in 2006,,,1997
Eucalyptus virella,Eucalyptus virella,Eucalyptus virella,eucalyptus virella,Not in Gbif,Species ,D.Nicolle,1116,"Newdegate, WA",33,9,27,119,9,48,62,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus virens,Eucalyptus virens,Eucalyptus virens,eucalyptus virens,,Species ,D.Nicolle,2116,"Maranoa River, Qld",25,11,59,147,56,10,150,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1998
Eucalyptus virginea,Eucalyptus virginea,Eucalyptus virginea,eucalyptus virginea,,Species ,D.Nicolle,4635,"Mt Lindesay, WA",34,51,4,117,16,34,262,5,Dead,,,,,,,,,,,,2004
Eucalyptus viridis,Eucalyptus viridis,Eucalyptus viridis,eucalyptus viridis,,Species ,D.Nicolle,6176,"Durakai State Forest, Qld",28,11,40,151,39,42,247,2,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013
Eucalyptus vittata,Eucalyptus vittata,Eucalyptus vittata,eucalyptus vittata,,Species ,D.Nicolle,3474,"Yellowdine, WA",31,17,29,119,47,44,235,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001
Eucalyptus vokesensis,Eucalyptus vokesensis,Eucalyptus vokesensis,eucalyptus vokesensis,,Species ,D.Nicolle,1502,"Maralinga, SA",29,43,51,131,5,9,87,1,Alive,None evident,None evident,?,,,,,,None evident,,,1996
Eucalyptus volcanica,Eucalyptus volcanica,Eucalyptus volcanica,eucalyptus volcanica,,Species ,D.Nicolle,6157,"Mt Kapultar, NSW",30,16,15,150,6,10,242,14,Alive,None evident,Slight,?,None evident,,,,,Not applicable,,,2013
Eucalyptus wandoo subsp. pulverea,Eucalyptus wandoo subsp. pulverea,Eucalyptus wandoo subsp. pulverea,eucalyptus wandoo subsp. pulverea,,Subspecies,D.Nicolle,285,"Watheroo, WA",30,14,28,116,2,21,12,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus wandoo subsp. wandoo,Eucalyptus wandoo subsp. wandoo,Eucalyptus wandoo subsp. wandoo,eucalyptus wandoo subsp. wandoo,,Subspecies,D.Nicolle,230,"Stirling Range, WA",32,21,13,118,4,9,23,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus websteriana (subsp. norsemanica),Eucalyptus websteriana,Eucalyptus websteriana,eucalyptus websteriana,,Species ,D.Nicolle,138,"Norseman, WA",32,9,12,121,44,10,14,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
