"","TaxonoriginalDN","Taxonsimplified_DN","Acceptedname_ALA","name","Note.Gbif","Taxonresolution_ALA","Collector","UniqueID","Provenance","Latitudedegrees","Latitudeminutes","Latitudeseconds","Longitudedegrees","Longitudeminutes","Longitudeseconds","Row","Tree","StatusFeb2016","Drought2019","Drought2020","Recovery2019.2020","Regrowth","RegrowthLocation","RegrowthAge","Regrowthdieback","Timesincedeath.June2019.","Drought2006","MaturityMar2020","Maturity.at.June.2019","Yearplanted","RowTree","FieldID","DNNumber"
"781",NA,NA,NA,"eucalyptus desmondensis x e. occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R018/T01","CCA0234",192
"782",NA,NA,NA,"eucalyptus xanthonema subsp. xanthonema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R018/T23","CCA0244",202
"783",NA,NA,NA,"eucalyptus x pruiniramis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R020/T01","CCA0268",284
"784",NA,NA,NA,"eucalyptus xanthonema subsp. apposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R020/T25","CCA0283",232
"785",NA,NA,NA,"eucalyptus aequioperta x e. sheathiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R022/T11","CCA0318",307
"786",NA,NA,NA,"eucalyptus caesia subsp. caesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R022/T15","CCA0321",308
"787",NA,NA,NA,"eucalyptus uncinata subsp. 'esperance plains'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R022/T29","CCA0331",162
"788",NA,NA,NA,"eucalyptus x balanopelex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R023/T05","CCA0335",169
"789",NA,NA,NA,"eucalyptus ewartiana x e. leptopoda subsp. arctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R027/T11","CCA0434",280
"790",NA,NA,NA,"eucalyptus arachnaea - e. pluricaulis intergrade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R027/T27","CCA0448",251
"791",NA,NA,NA,"eucalyptus leucophloia subsp. ?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R028/T37","CCA0469",NA
"792",NA,NA,NA,"eucalyptus sp. great victoria desert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R039/T06","CCA0496",527
"793",NA,NA,NA,"eucalyptus x redimulicifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R039/T34","CCA0517",551
"794",NA,NA,NA,"eucalyptus sp. mulga rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R040/T08","CCA0521",522
"795",NA,NA,NA,"eucalyptus scyphocalyx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R041/T21","CCA0556",558
"796",NA,NA,NA,"eucalyptus x brachyphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R043/T31","CCA0610",338
"797",NA,NA,NA,"eucalyptus celastroides subsp. celastroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R044/T05","CCA0618",132
"798",NA,NA,NA,"eucalyptus caesia subsp. magna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R045/T26","CCA0658",304
"799",NA,NA,NA,"eucalyptus formanii subsp. formanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R046/T01","CCA0666",NA
"800",NA,NA,NA,"eucalyptus conica x e. microcarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R047/T07","CCA0680",747
"801",NA,NA,NA,"eucalyptus scias subsp. callimastha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R052/T29","CCA0817",600
"802",NA,NA,NA,"eucalyptus nubilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R053/T05","CCA0823",685
"803",NA,NA,NA,"eucalyptus disclusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R054/T36","CCA0873",707
"804",NA,NA,NA,"eucalyptus fergusonii subsp. dorsiventralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R055/T12","CCA0881",634
"805",NA,NA,NA,"corymbia trachyphloia subsp. amphistomatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R055/T17","CCA0882",684
"806",NA,NA,NA,"eucalyptus mckieana?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R058/T01","CCA0921",659
"807",NA,NA,NA,"eucalyptus mannifera subsp. 'alpine victoria'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R058/T16","CCA0931",581
"808",NA,NA,NA,"eucalyptus ralla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R059/T04","CCA0939",614
"809",NA,NA,NA,"eucalyptus populnea subsp. populnea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R059/T12","CCA0940",679
"810",NA,NA,NA,"eucalyptus oblonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R060/T18","CCA0955",622
"811",NA,NA,NA,"eucalyptus celastroides subsp. virella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R062/T32","CCA1011",1116
"812",NA,NA,NA,"eucalyptus foecunda subsp. 'north'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R062/T36","CCA1015",1161
"813",NA,NA,NA,"eucalyptus selachiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R063/T13","CCA1029",1176
"814",NA,NA,NA,"eucalyptus aridomontana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R064/T10","CCA1062",1191
"815",NA,NA,NA,"eucalyptus x erythrandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R065/T11","CCA1097",1098
"816",NA,NA,NA,"eucalyptus sp. southern wheatbelt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R065/T20","CCA1103",1105
"817",NA,NA,NA,"corymbia eremaea subsp. oligocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R066/T23","CCA1133",1208
"818",NA,NA,NA,"eucalyptus horistes subsp. horistes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R068/T02","CCA1178",1169
"819",NA,NA,NA,"eucalyptus densa subsp. densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R070/T13","CCA1224",1111
"820",NA,NA,NA,"eucalyptus erythrocorys (pure colour reversal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R071/T02","CCA1246",NA
"821",NA,NA,NA,"eucalyptus erythrocorys (pure colour)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R071/T03","CCA1247",NA
"822",NA,NA,NA,"eucalyptus pluricaulis subsp. porphyrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R071/T21","CCA1259",210
"823",NA,NA,NA,"eucalyptus uncinata subsp. uncinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R072/T12","CCA1280",195
"824",NA,NA,NA,"eucalyptus behriana x e. ?odorata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R074/T14","CCA1336",783
"825",NA,NA,NA,"eucalyptus x impensa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R082/T01","CCA1395",264
"826",NA,NA,NA,"eucalyptus behriana x e. largiflorens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R082/T23","CCA1404",2065
"827",NA,NA,NA,"eucalyptus caleyi subsp. caleyi - subsp. ovendenii intergrade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R083/T25","CCA1421",2102
"828",NA,NA,NA,"eucalyptus aenea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R084/T16","CCA1435",2083
"829",NA,NA,NA,"eucalyptus melliodora x e. sideroxylon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R087/T20","CCA1506",1219
"830",NA,NA,NA,"eucalyptus sp. adelaide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R087/T22","CCA1508",1364
"831",NA,NA,NA,"eucalyptus odorata x e. phenax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R087/T38","CCA1519",1360
"832",NA,NA,NA,"corymbia setosa subsp. pedicellaris x c. brachycarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R088/T32","CCA1542",1286
"833",NA,NA,NA,"corymbia leichhardii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R089/T01","CCA1547",1277
"834",NA,NA,NA,"eucalyptus drepanophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R089/T30","CCA1568",1294
"835",NA,NA,NA,"corymbia variegata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R091/T12","CCA1612",1246
"836",NA,NA,NA,"eucalyptus rubida subsp. canobolensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R091/T19","CCA1615",1222
"837",NA,NA,NA,"eucalyptus sabulosa x e. ovata subsp. ovata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R092/T27","CCA1637",359
"838",NA,NA,NA,"eucalyptus robusta x e. tereticornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R092/T36","CCA1641",NA
"839",NA,NA,NA,"eucalyptus insulana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R094/T18","CCA1670",1309
"840",NA,NA,NA,"eucalyptus panda?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R094/T33","CCA1681",1275
"841",NA,NA,NA,"eucalyptus macta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R095/T13","CCA1691",1301
"842",NA,NA,NA,"eucalyptus reducta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R095/T25","CCA1695",1300
"843",NA,NA,NA,"eucalyptus camaldulensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R098/T01","CCA1702",NA
"844",NA,NA,NA,"eucalyptus cladocalyx x e. gomphocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R128/T01","CCA2774",NA
"845",NA,NA,NA,"eucalyptus sp. sullivan soak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R131/T20","CCA2814",NA
"846",NA,NA,NA,"eucalyptus kitsoniana x e. ovata subp. grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R132/T33","CCA2851",1720
"847",NA,NA,NA,"eucalyptus flocktoniae subsp. flocktoniae x e. occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R135/T37","CCA2924",1881
"848",NA,NA,NA,"eucalyptus cladocalyx subsp. cladocalyx x e. peninsularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R136/T18","CCA2933",1683
"849",NA,NA,NA,"eucalyptus pluricaulis subsp. pluricaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R138/T32","CCA2989",1662
"850",NA,NA,NA,"eucalyptus sp. south newdegate lakes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R139/T31","CCA3003",1861
"851",NA,NA,NA,"eucalyptus spectatrix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R141/T17","CCA3031",1751
"852",NA,NA,NA,"eucalyptus parvula x e. ?viminalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R143/T33","CCA3088",591
"853",NA,NA,NA,"eucalyptus maidenii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R144/T01","CCA3092",1764
"854",NA,NA,NA,"eucalyptus pseudoglobulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R144/T20","CCA3103",1735
"855",NA,NA,NA,"eucalyptus alligatrix subsp. alligatrix x e. viminalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R145/T29","CCA3137",1774
"856",NA,NA,NA,"eucalyptus robertsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R145/T34","CCA3140",1771
"857",NA,NA,NA,"eucalyptus apotholassica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R151/T13","CCA3178",1263
"858",NA,NA,NA,"eucalyptus mediocris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R161/T09","CCA3282",2115
"859",NA,NA,NA,"eucalyptus biterranea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R165/T17","CCA3319",2518
"860",NA,NA,NA,"eucalyptus biterranea x e. ?brassiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R165/T16","CCA3321",2518
"861",NA,NA,NA,"eucalyptus grandis subsp. 'north queensland'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R165/T23","CCA3323",2524
"862",NA,NA,NA,"eucalyptus sp. mt garnet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R166/T01","CCA3332",2506
"863",NA,NA,NA,"eucalyptus fibrosa x e. ?platyphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R167/T25","CCA3362",2544
"864",NA,NA,NA,"eucalyptus obstans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R167/T26","CCA3363",620
"865",NA,NA,NA,"corymbia ligans subsp. ligans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R168/T05","CCA3371",2527
"866",NA,NA,NA,"corymbia dimorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R169/T08","CCA3392",2528
"867",NA,NA,NA,"eucalyptus dorrienii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R169/T27","CCA3406",2237
"868",NA,NA,NA,"eucalyptus notactiles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R170/T02","CCA3407",220
"869",NA,NA,NA,"eucalyptus x communalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R171/T05","CCA3426",200
"870",NA,NA,NA,"eucalyptus gregoriensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R171/T08","CCA3429",2447
"871",NA,NA,NA,"eucalyptus dumosa x e. largiflorens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R172/T11","CCA3449",2557
"872",NA,NA,NA,"eucalyptus horistes subsp. 'southern smooth'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R175/T03","CCA3507",2227
"873",NA,NA,NA,"eucalyptus obtusiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R175/T27","CCA3527",2235
"874",NA,NA,NA,"eucalyptus gillenii x e. camaldulensis subsp. arida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R182/T14","CCA3615",2689
"875",NA,NA,NA,"eucalyptus sp. kitchener",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R185/T16","CCA3701",2790
"876",NA,NA,NA,"eucalyptus ? ser. subulatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R185/T26","CCA3709",NA
"877",NA,NA,NA,"eucalyptus sp. cable haul road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R186/T22","CCA3733",2787
"878",NA,NA,NA,"eucalyptus x macmahonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R188/T21","CCA3791",2582
"879",NA,NA,NA,"eucalyptus goniocalyx subsp. goniocalyx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R190/T30","CCA3853",2952
"880",NA,NA,NA,"eucalyptus elliptica x e. ?blakelyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R191/T17","CCA3864",2948
"881",NA,NA,NA,"eucalyptus subcaerulea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R192/T09","CCA3881",2928
"882",NA,NA,NA,"eucalyptus rubida subsp. barbigarorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R193/T09","CCA3895",2939
"883",NA,NA,NA,"eucalyptus recurva x e. ?viminalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R193/T26","CCA3900",1755
"884",NA,NA,NA,"eucalyptus recurva x e. viminalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R193/T27","CCA3901",1755
"885",NA,NA,NA,"eucalyptus prominula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R195/T19","CCA3923",2917
"886",NA,NA,NA,"eucalyptus fergusonii subsp. fergusonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R196/T01","CCA3925",2918
"887",NA,NA,NA,"eucalyptus sp. little sandy desert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R200/T05","CCA3985",4289
"888",NA,NA,NA,"eucalyptus sp. truslove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R204/T09","CCA4061",3897
"889",NA,NA,NA,"eucalyptus caesia subsp. 'southern rocks'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R206/T01","CCA4110",3813
"890",NA,NA,NA,"eucalyptus dalrympleana subsp. 'alpine'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R210/T06","CCA4186",4867
"891",NA,NA,NA,"eucalyptus x calyerup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R211/T09","CCA4210",4799
